,pokedex_number,name,generation,status,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
836,715,Noivern,6,Normal,Flying,Dragon,1.5,85.0,535,85,70,80,123,45.0,70.0,187.0,Medium Fast,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
837,716,Xerneas,6,Legendary,Fairy,,3.0,215.0,680,126,131,95,99,45.0,0.0,306.0,Slow,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
838,717,Yveltal,6,Legendary,Dark,Flying,5.8,203.0,680,126,131,95,99,45.0,0.0,306.0,Slow,120.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
839,718,Zygarde 50% Forme,6,Legendary,Dragon,Ground,5.0,305.0,600,108,100,121,95,3.0,0.0,270.0,Slow,120.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
842,719,Diancie,6,Mythical,Rock,Fairy,0.7,8.8,600,50,100,150,50,3.0,70.0,270.0,Slow,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
844,720,Hoopa Hoopa Confined,6,Mythical,Psychic,Ghost,0.5,9.0,600,80,110,60,70,3.0,100.0,270.0,Slow,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
846,721,Volcanion,6,Mythical,Fire,Water,1.7,195.0,600,80,110,120,70,3.0,100.0,270.0,Slow,120.0,1.0,0.25,0.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
847,722,Rowlet,7,Normal,Grass,Flying,0.3,1.5,320,68,55,55,42,45.0,70.0,64.0,Medium Slow,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
848,723,Dartrix,7,Normal,Grass,Flying,0.7,16.0,420,78,75,75,52,45.0,70.0,147.0,Medium Slow,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
849,724,Decidueye,7,Normal,Grass,Ghost,1.6,36.6,530,78,107,75,70,45.0,70.0,239.0,Medium Slow,15.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
850,725,Litten,7,Normal,Fire,,0.4,4.3,320,45,65,40,70,45.0,70.0,64.0,Medium Slow,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
851,726,Torracat,7,Normal,Fire,,0.7,25.0,420,65,85,50,90,45.0,70.0,147.0,Medium Slow,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
852,727,Incineroar,7,Normal,Fire,Dark,1.8,83.0,530,95,115,90,60,45.0,70.0,239.0,Medium Slow,15.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
853,728,Popplio,7,Normal,Water,,0.4,7.5,320,50,54,54,40,45.0,70.0,64.0,Medium Slow,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
854,729,Brionne,7,Normal,Water,,0.6,17.5,420,60,69,69,50,45.0,70.0,147.0,Medium Slow,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
855,730,Primarina,7,Normal,Water,Fairy,1.8,44.0,530,80,74,74,60,45.0,70.0,239.0,Medium Slow,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
856,731,Pikipek,7,Normal,Normal,Flying,0.3,1.2,265,35,75,30,65,255.0,70.0,53.0,Medium Fast,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
857,732,Trumbeak,7,Normal,Normal,Flying,0.6,14.8,355,55,85,50,75,120.0,70.0,124.0,Medium Fast,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
858,733,Toucannon,7,Normal,Normal,Flying,1.1,26.0,485,80,120,75,60,45.0,70.0,218.0,Medium Fast,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
859,734,Yungoos,7,Normal,Normal,,0.4,6.0,253,48,70,30,45,255.0,70.0,51.0,Medium Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
860,735,Gumshoos,7,Normal,Normal,,0.7,14.2,418,88,110,60,45,127.0,70.0,146.0,Medium Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
861,736,Grubbin,7,Normal,Bug,,0.4,4.4,300,47,62,45,46,255.0,70.0,60.0,Medium Fast,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
862,737,Charjabug,7,Normal,Bug,Electric,0.5,10.5,400,57,82,95,36,120.0,70.0,140.0,Medium Fast,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
863,738,Vikavolt,7,Normal,Bug,Electric,1.5,45.0,500,77,70,90,43,45.0,70.0,225.0,Medium Fast,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
864,739,Crabrawler,7,Normal,Fighting,,0.6,7.0,338,47,82,57,63,225.0,70.0,68.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
865,740,Crabominable,7,Normal,Fighting,Ice,1.7,180.0,478,97,132,77,43,60.0,70.0,167.0,Medium Fast,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0
866,741,Oricorio Baile Style,7,Normal,Fire,Flying,0.6,3.4,476,75,70,70,93,45.0,70.0,167.0,Medium Fast,20.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
870,742,Cutiefly,7,Normal,Bug,Fairy,0.1,0.2,304,40,45,40,84,190.0,70.0,61.0,Medium Fast,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
871,743,Ribombee,7,Normal,Bug,Fairy,0.2,0.5,464,60,55,60,124,75.0,70.0,162.0,Medium Fast,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
872,744,Rockruff,7,Normal,Rock,,0.5,9.2,280,45,65,40,60,190.0,70.0,56.0,Medium Fast,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
874,745,Lycanroc Midday Form,7,Normal,Rock,,0.8,25.0,487,75,115,65,112,90.0,70.0,170.0,Medium Fast,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
877,746,Wishiwashi Solo Form,7,Normal,Water,,0.2,0.3,175,45,20,20,40,60.0,70.0,61.0,Fast,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
879,747,Mareanie,7,Normal,Poison,Water,0.4,8.0,305,50,53,62,45,190.0,70.0,61.0,Medium Fast,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
880,748,Toxapex,7,Normal,Poison,Water,0.7,14.5,495,50,63,152,35,75.0,70.0,173.0,Medium Fast,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
881,749,Mudbray,7,Normal,Ground,,1.0,110.0,385,70,100,70,45,190.0,70.0,77.0,Medium Fast,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
882,750,Mudsdale,7,Normal,Ground,,2.5,920.0,500,100,125,100,35,60.0,70.0,175.0,Medium Fast,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
883,751,Dewpider,7,Normal,Water,Bug,0.3,4.0,269,38,40,52,27,200.0,70.0,54.0,Medium Fast,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
884,752,Araquanid,7,Normal,Water,Bug,1.8,82.0,454,68,70,92,42,100.0,70.0,159.0,Medium Fast,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
885,753,Fomantis,7,Normal,Grass,,0.3,1.5,250,40,55,35,35,190.0,70.0,50.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
886,754,Lurantis,7,Normal,Grass,,0.9,18.5,480,70,105,90,45,75.0,70.0,168.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
887,755,Morelull,7,Normal,Grass,Fairy,0.2,1.5,285,40,35,55,15,190.0,70.0,57.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
888,756,Shiinotic,7,Normal,Grass,Fairy,1.0,11.5,405,60,45,80,30,75.0,70.0,142.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
889,757,Salandit,7,Normal,Poison,Fire,0.6,4.8,320,48,44,40,77,120.0,70.0,64.0,Medium Fast,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
890,758,Salazzle,7,Normal,Poison,Fire,1.2,22.2,480,68,64,60,117,45.0,70.0,168.0,Medium Fast,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
891,759,Stufful,7,Normal,Normal,Fighting,0.5,6.8,340,70,75,50,50,140.0,70.0,68.0,Medium Fast,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
892,760,Bewear,7,Normal,Normal,Fighting,2.1,135.0,500,120,125,80,60,70.0,70.0,175.0,Medium Fast,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
893,761,Bounsweet,7,Normal,Grass,,0.3,3.2,210,42,30,38,32,235.0,70.0,42.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
894,762,Steenee,7,Normal,Grass,,0.7,8.2,290,52,40,48,62,120.0,70.0,102.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
895,763,Tsareena,7,Normal,Grass,,1.2,21.4,510,72,120,98,72,45.0,70.0,230.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
896,764,Comfey,7,Normal,Fairy,,0.1,0.3,485,51,52,90,100,60.0,70.0,170.0,Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
897,765,Oranguru,7,Normal,Normal,Psychic,1.5,76.0,490,90,60,80,60,45.0,70.0,172.0,Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
898,766,Passimian,7,Normal,Fighting,,2.0,82.8,490,100,120,90,80,45.0,70.0,172.0,Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
899,767,Wimpod,7,Normal,Bug,Water,0.5,12.0,230,25,35,40,80,90.0,70.0,46.0,Medium Fast,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
900,768,Golisopod,7,Normal,Bug,Water,2.0,108.0,530,75,125,140,40,45.0,70.0,186.0,Medium Fast,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
901,769,Sandygast,7,Normal,Ghost,Ground,0.5,70.0,320,55,55,80,15,140.0,70.0,64.0,Medium Fast,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
902,770,Palossand,7,Normal,Ghost,Ground,1.3,250.0,480,85,75,110,35,60.0,70.0,168.0,Medium Fast,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
903,771,Pyukumuku,7,Normal,Water,,0.3,1.2,410,55,60,130,5,60.0,70.0,144.0,Fast,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
904,772,Type: Null,7,Sub Legendary,Normal,,1.9,120.5,534,95,95,95,59,3.0,0.0,107.0,Slow,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
905,773,Silvally,7,Sub Legendary,Normal,,2.3,100.5,570,95,95,95,95,3.0,0.0,257.0,Slow,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
906,774,Minior Meteor Form,7,Normal,Rock,Flying,0.3,40.0,440,60,60,100,60,30.0,70.0,154.0,Medium Slow,25.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
908,775,Komala,7,Normal,Normal,,0.4,19.9,480,65,115,65,65,45.0,70.0,168.0,Slow,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
909,776,Turtonator,7,Normal,Fire,Dragon,2.0,212.0,485,60,78,135,36,70.0,70.0,170.0,Medium Fast,20.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
910,777,Togedemaru,7,Normal,Electric,Steel,0.3,3.3,435,65,98,63,96,180.0,70.0,152.0,Medium Fast,10.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
911,778,Mimikyu,7,Normal,Ghost,Fairy,0.2,0.7,476,55,90,80,96,45.0,70.0,167.0,Medium Fast,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
912,779,Bruxish,7,Normal,Water,Psychic,0.9,19.0,475,68,105,70,92,80.0,70.0,166.0,Medium Fast,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
913,780,Drampa,7,Normal,Normal,Dragon,3.0,185.0,485,78,60,85,36,70.0,70.0,170.0,Medium Fast,20.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
914,781,Dhelmise,7,Normal,Ghost,Grass,3.9,210.0,517,70,131,100,40,25.0,70.0,181.0,Medium Fast,25.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
915,782,Jangmo-o,7,Normal,Dragon,,0.6,29.7,300,45,55,65,45,45.0,70.0,60.0,Slow,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
916,783,Hakamo-o,7,Normal,Dragon,Fighting,1.2,47.0,420,55,75,90,65,45.0,70.0,147.0,Slow,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
917,784,Kommo-o,7,Normal,Dragon,Fighting,1.6,78.2,600,75,110,125,85,45.0,70.0,270.0,Slow,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
918,785,Tapu Koko,7,Sub Legendary,Electric,Fairy,1.8,20.5,570,70,115,85,130,3.0,70.0,257.0,Slow,15.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
919,786,Tapu Lele,7,Sub Legendary,Psychic,Fairy,1.2,18.6,570,70,85,75,95,3.0,70.0,257.0,Slow,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
920,787,Tapu Bulu,7,Sub Legendary,Grass,Fairy,1.9,45.5,570,70,130,115,75,3.0,70.0,257.0,Slow,15.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
921,788,Tapu Fini,7,Sub Legendary,Water,Fairy,1.3,21.2,570,70,75,115,85,3.0,70.0,257.0,Slow,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
922,789,Cosmog,7,Legendary,Psychic,,0.2,0.1,200,43,29,31,37,45.0,0.0,40.0,Slow,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
923,790,Cosmoem,7,Legendary,Psychic,,0.1,999.9,400,43,29,131,37,45.0,0.0,140.0,Slow,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
924,791,Solgaleo,7,Legendary,Psychic,Steel,3.4,230.0,680,137,137,107,97,45.0,0.0,306.0,Slow,120.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
925,792,Lunala,7,Legendary,Psychic,Ghost,4.0,120.0,680,137,113,89,97,45.0,0.0,306.0,Slow,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
926,793,Nihilego,7,Sub Legendary,Rock,Poison,1.2,55.5,570,109,53,47,103,45.0,0.0,257.0,Slow,120.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5
927,794,Buzzwole,7,Sub Legendary,Bug,Fighting,2.4,333.6,570,107,139,139,79,45.0,0.0,257.0,Slow,120.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
928,795,Pheromosa,7,Sub Legendary,Bug,Fighting,1.8,25.0,570,71,137,37,151,45.0,0.0,257.0,Slow,120.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
929,796,Xurkitree,7,Sub Legendary,Electric,,3.8,100.0,570,83,89,71,83,45.0,0.0,257.0,Slow,120.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
930,797,Celesteela,7,Sub Legendary,Steel,Flying,9.2,999.9,570,97,101,103,61,45.0,0.0,257.0,Slow,120.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
931,798,Kartana,7,Sub Legendary,Grass,Steel,0.3,0.1,570,59,181,131,109,45.0,0.0,257.0,Slow,120.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
932,799,Guzzlord,7,Sub Legendary,Dark,Dragon,5.5,888.0,570,223,101,53,43,45.0,0.0,257.0,Slow,120.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
933,800,Necrozma,7,Legendary,Psychic,,2.4,230.0,600,97,107,101,79,255.0,0.0,270.0,Slow,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.5,1.0,1.5,1.0,1.5,1.0,1.0
937,801,Magearna,7,Mythical,Steel,Fairy,1.0,80.5,600,80,95,115,65,3.0,0.0,270.0,Slow,120.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
938,802,Marshadow,7,Mythical,Fighting,Ghost,0.7,22.2,600,90,125,80,125,3.0,0.0,270.0,Slow,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,2.0
939,803,Poipole,7,Sub Legendary,Poison,,0.6,1.8,420,67,73,67,73,45.0,0.0,189.0,Slow,120.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
940,804,Naganadel,7,Sub Legendary,Poison,Dragon,3.6,150.0,540,73,73,73,121,45.0,0.0,243.0,Slow,120.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
941,805,Stakataka,7,Sub Legendary,Rock,Steel,5.5,820.0,570,61,131,211,13,30.0,0.0,257.0,Slow,120.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
942,806,Blacephalon,7,Sub Legendary,Fire,Ghost,1.8,13.0,570,53,127,53,107,30.0,0.0,257.0,Slow,120.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
943,807,Zeraora,7,Mythical,Electric,,1.5,44.5,600,88,112,75,143,3.0,0.0,270.0,Slow,120.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
944,808,Meltan,7,Mythical,Steel,,0.2,8.0,300,46,65,65,34,3.0,,,Slow,120.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
945,809,Melmetal,7,Mythical,Steel,,2.5,800.0,600,135,143,143,34,3.0,,,Slow,120.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
946,810,Grookey,8,Normal,Grass,,0.3,5.0,310,50,65,50,65,45.0,,,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
947,811,Thwackey,8,Normal,Grass,,0.7,14.0,420,70,85,70,80,45.0,,,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
948,812,Rillaboom,8,Normal,Grass,,2.1,90.0,530,100,125,90,85,45.0,,,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
949,813,Scorbunny,8,Normal,Fire,,0.3,4.5,310,50,71,40,69,45.0,,,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
950,814,Raboot,8,Normal,Fire,,0.6,9.0,420,65,86,60,94,45.0,,,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
951,815,Cinderace,8,Normal,Fire,,1.4,33.0,530,80,116,75,119,45.0,,,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
